index,Location,Latitude,Longitude
539,"Off Point Reyes, California",38.017769,-122.9912711
540,"Mexico City, Mexico",19.4326077,-99.133208
541,"Off Kuba Island, Okinawa",26.1718829,127.2370125
542,"Amsterdam, Netherlands",52.3675734,4.9041389
543,"Darwin, Australia",-12.4637333,130.8444446
544,"Paris, France",48.856614,2.3522219
545,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
546,"Miles City, Montana",46.4083362,-105.8405582
547,"Katherine, Australia",-14.4519683,132.2698623
548,Atlantic Ocean between N.Y. and Bermuda,40.7127753,-74.0059728
549,"Juneau, Alaska",58.3004933,-134.4201306
550,"Near Roubien, France",49.4435261,1.0984309
551,"Haren, Belgium",50.8919931,4.4181819
552,"Manzanares, Colombia",5.2537221,-75.1541682
553,"Near Adler, Washington",47.7510741,-120.7401386
554,"Oklahoma City, Oklahoma",35.4675602,-97.5164276
555,"Near Marrakech, Morocco",31.6225224,-7.9898258
556,"Lumbo, Mozambique",-15.0368144,40.6702118
557,"Near Marrakech, Morocco",31.6225224,-7.9898258
558,"Guayaquil, Ecuador",-2.1891341,-79.8899031
559,"Schiphol, Amsterdam",52.3078581,4.7582465
560,"Vlissingen, The Netherlands",51.4536672,3.5709125
561,Forest-in-Teesdale. United Kingdom,54.660568,-2.203196
562,"Konstanz, Switzerland",46.818188,8.227512
563,"Barcelona, Spain",41.3873974,2.168568
564,"Rio de Janerio, Brazil",-22.9068467,-43.1728965
565,"Off Copenhagen, Denmark",55.6760968,12.5683371
566,"Lahore, India",31.5203696,74.3587473
567,"Hannover, Germany",52.3758916,9.7320104
568,North Sea,56.511018,3.515625
569,"Calarmar, Colombia",10.25466,-74.91548
570,"Gosport, England",50.800482,-1.1409959
571,South of Gibraltar,36.140751,-5.353585
572,Off Malta-Luqa,35.8598629,14.4888722
573,"Mogador, Morocco",31.5084926,-9.7595041
574,"Denpasar, Indonesia",-8.6704582,115.2126293
575,"Near Cosenza, Italy",39.3071324,16.2474125
576,"Near Bucaramanga, Columbia",7.119349,-73.1227416
577,Gulf of Oman,24.7142573,58.7373634
578,"Stromboli Island, Italy",38.7925148,15.214917
579,"Near Loch Lomond, Scotland",56.1113678,-4.6288602
580,"El Segundo, California",33.9191799,-118.4164652
581,"Off Prangli Island, Gulf of Finland, Estonia",59.6253541,25.0105801
582,"Near Ouistreham, France",49.276656,-0.258658
583,Gulf of Tonkin,19.75,107.75
584,"Hannover, Germany",52.3758916,9.7320104
585,"Near Canberra, Australia",-35.2801846,149.1310324
586,"Gospic,,Coatia",44.5469337,15.3750495
587,"Cluj, Romania",46.7712101,23.6236353
588,"Near Lovettsville, Virginia",39.2747949,-77.6385513
589,"Osijek, Croatia",45.5549624,18.6955144
590,"Near Changyi, China",36.8588399,119.39862
591,"Berlin, Germany",52.5200066,13.404954
592,"Near Rincon, Bolivia",43.2573931,-2.9412817
593,"Near Centerville, Utah",40.9180005,-111.8721601
594,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
595,"Brandenburg, Germany",52.4125287,12.5316444
596,Mediterranean Sea,34.5531284,18.0480105
597,"Chicago, Illinois",41.8781136,-87.6297982
598,"Capri Island, Italy",40.5532009,14.222154
599,Mediterranean Sea,34.5531284,18.0480105
600,"Off Fernando de Noronha, Brazil",-3.844797615,-32.42689169
601,"Near Nagyvarad, Hungary",47.162494,19.503304
602,"Near Kian, China",35.86166,104.195397
603,"Near Robertson, Missouri",37.9642529,-91.8318334
604,"Armstrong, ON, Canada",47.7109849,-79.8243385
605,"Atlanta, Georgia",33.748752,-84.3876845
606,"Trontheim, Norway",63.4305149,10.3950528
607,"Elands Bay, South Africa",-32.3139515,18.3400246
608,Atlantic Ocean,-14.5994134,-28.6731465
609,"Bucharest, Romania",44.4267674,26.1025384
610,Sea of Japan,38.848848,135
611,"Rome, Italy",41.8967068,12.4822025
612,"Arran, Scotland",55.5806165,-5.2108573
613,"Ayr, Scotland",55.458564,-4.629179
614,"Near Sao Paulo, Brazil",-23.5557714,-46.6395571
615,"Coen, Australila",-13.945214,143.198799
616,"Campbeltown, Argyll, Scotland",55.424117,-5.605374
617,"Bollemont, France",46.227638,2.213749
618,"San Juan, Puerto Rico",18.4670588,-66.1184593
619,"Near Petrich, bulgaria",41.3981081,23.2066849
620,"Near Moorhead, Minnesota",46.8737648,-96.7678039
621,"St. Thomas, Ontario, Canada",42.7777214,-81.1826527
622,"Chardzhou, Turkmenistan",39.0041313,63.568808
623,"Miami, Florida",25.7616798,-80.1917902
624,"Baiserke, Kazakhstan",43.485513,77.0391754
625,"Sabang, Indonesia",5.8926053,95.3237608
626,"Near Las Vegas, Nevada",36.171563,-115.1391009
627,"Kupang, Indonesia",-10.1771997,123.6070329
628,"Kupang, Timor",-10.1771997,123.6070329
629,"Near Kupang, Timor",-10.1771997,123.6070329
630,"English Channel, near Plymouth, England",50.3754565,-4.1426565
631,"Zhengzhou-Xinzheng, China",34.3960499,113.74161
632,"Off Belmont, Brisbane, Australia",-27.4889135,153.1273047
633,Indian Ocean,-33.137551,81.826172
634,"Wyndham, Australia",-15.4869187,128.1221728
635,"Off Broome, Australia",-17.96182,122.236998
636,"Kunming, China",24.8796599,102.83322
637,"Pine Creek, Australia",-13.8226918,131.8344229
638,"Salt Lake City, Utah",40.7607793,-111.8910474
639,"Miles City, Montana",46.4083362,-105.8405582
640,"Near Rome, Italy",41.8967068,12.4822025
641,"Near Premier, West Virginia",37.4223352,-81.6437197
642,"Off Broken Head, Australia",-28.7108397,153.5936111
643,"Llanfair, England",52.3555177,-1.1743197
644,"Algiers, Algeria",36.753768,3.0587561
645,,,
646,Trinidad,10.691803,-61.222503
647,"Near Dunbeath, Scotland",58.250685,-3.433149
648,Off West Africa,13.531665,-2.4604145
649,"Ameur el Ain, Algeria",36.4774821,2.5646624
650,"Near Sao Paulo, Brazil",-23.5557714,-46.6395571
651,"Kunming, China",24.8796599,102.83322
652,"Near Coamo, Puerto Rico",18.0799616,-66.3579473
653,"Botwood, Newfoundland",49.142453,-55.3447974
654,"Yanaul, Russia",56.2672277,54.9319778
655,"Budapest, Romania",47.497912,19.040235
656,"Palm Springs, California",33.8302961,-116.5452921
657,"La Esperanza, Colombia",8.21254,-72.4508
658,Norway,60.472024,8.468946
659,"Near Kranoyarsk, Russia",56.0152834,92.8932476
660,"Near Tashkent, Russia",61.52401,105.318756
661,"Fairfield, Utah",40.2621714,-112.0929961
662,"Near Vienna, Austria",48.2080696,16.3713095
663,"Near Chilliwack, British Columbia, Canada",49.1579401,-121.9514666
664,"Near Cabo Ruivo, Marine Base, Lisbon, Portugal",38.7588465,-9.0945976
665,"Near Paramarino, Dutch Guyana",5.8520355,-55.2038278
666,"Off the Brazilian coast, Atlantic Ocean",-14.5994134,-28.6731465
667,"Ukiah, California",39.1501709,-123.2077831
668,"Near Chaparra, Peru",-15.7395127,-73.8631845
669,"Near Gander, Newfoundland",48.9564842,-54.6083708
670,"Seattle, Washington",47.6061389,-122.3328481
671,"Lisbon, Portugal",38.7222524,-9.1393366
672,"Luishui, China",28.4671999,119.92293
673,"Himalaya, China",28.5983159,83.9310039
674,"Archerfield Aerodrome, Queensland, Australia",-27.5716963,153.012035
675,North Sea,56.511018,3.515625
676,"Off Port Moresby, New Guinea",-9.4790043,147.1494164
677,Off the coast of France,46.227638,2.213749
678,"Red Springs, North Carolina",34.8151633,-79.183091
679,"Noumea, New Caledonia",-22.2716866,166.4398627
680,"Near Mackay, OLD, Australia",-21.1433971,149.1868281
681,"Khartoum, Sudan",15.597431,32.535587
682,"Khartoum, Sudan",15.597431,32.535587
683,Gibraltar,36.140751,-5.353585
684,"Brandon Head, Ireland",52.2741667,-10.2497222
685,"Trammel, Kentucky",36.7853194,-86.3533242
686,"Ploesti, Romania",44.936664,26.0128616
687,"Off Townsville, Australia",-19.2589635,146.8169483
688,"Fort Hertz, China",35.86166,104.195397
689,"Rhodes, Greece",36.4340533,28.2176379
690,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
691,North Sea,56.511018,3.515625
692,"Off Galveston, Texas",29.3013479,-94.7976958
693,"Near Maxton, North Carolina",34.7351614,-79.3489317
694,"Near Calcutta, India",22.5743545,88.3628734
695,"Near Centerville, Tennessee",35.7789565,-87.4669587
696,"St. Donat, Quebec, Canada",46.3182025,-74.2661597
697,"Hallo, Sweden",58.3333333,11.2166667
698,"Columbus, Georgia",32.4609764,-84.9877094
699,Eastern Libya,32.5303063,21.2145965
700,"Poona, India",18.5204303,73.8567437
701,"Kunming, China",24.8796599,102.83322
702,"Kunming, China",24.8796599,102.83322
703,"Port Moresby, New Guinea",-9.4790043,147.1494164
704,"Off Montrose, Scotland",56.706922,-2.466115
705,"Suifu, China",35.86166,104.195397
706,"Canal Creek, Australia",-22.9771948,150.3962411
707,"Lakeside, Utah",40.653788,-112.7625703
708,"Belgrad, Yugoslavia",44.8125449,20.46123
709,"Memphis, Tennessee",35.1495343,-90.0489801
710,"Near Quelimane, Mozambique",-17.8502636,36.9218584
711,China,35.86166,104.195397
712,"Eubeoa, Greece",38.5236036,23.8584737
713,New Guinea,-6.314993,143.95555
714,"Near Nome, Alaska",64.5005909,-165.4086406
715,"Belgrad, Yugoslavia",44.8125449,20.46123
716,"Frederikstad, Norway",59.2205369,10.9347012
717,"Montreal, Canada",45.5018869,-73.5673919
718,"Between Calcutta to Dinjan, China",22.5743545,88.3628734
719,"Off Calcutta, India",22.5743545,88.3628734
720,"Barneville, France",49.382002,-1.755905
721,"Flamanville, France",49.53207,-1.865804
722,"Carentan, France",49.305666,-1.242834
723,"Kunming, China",24.8796599,102.83322
724,"Kweilin, China",25.2736099,110.29002
725,"Porto Alegre, Brazil",-30.0368176,-51.2089887
726,"Portland, Maine",43.6590993,-70.2568189
727,"Nineteen miles W of Kokoda, Papua New Guinea",-8.8772848,147.7374471
728,North Atlantic Ocean,35.746512,-39.462891
729,"Port Logan, Scotland",54.723977,-4.956053
730,"Funafuti, Gilbert Islands, Pacific Ocean",-8.5211471,179.1961926
731,"Naper, Nebraska",42.96361,-99.0967626
732,"Off Antilla, Cuba",20.8325254,-75.7284267
733,"Blythburgh, England",52.3219241,1.5984999
734,"Freckelton, England",53.753825,-2.868558
735,"Preswick, Scotland",55.495587,-4.6142139
736,"Near Lidköping, Västergötland, Sweden",58.5035047,13.1570768
737,"Sao Paulo, Brazil",-23.5557714,-46.6395571
738,"Belgrad, Yugoslavia",44.8125449,20.46123
739,"Near Mossman, Queensland, Australia",-16.4592372,145.3737953
740,"Copeland, Kansas",37.5419685,-100.6296
741,Alaska,63.588753,-154.4930619
742,"Rio Doce, Brazil",-19.56031487,-41.33801802
743,"Near Dijon, France",47.3301336,5.0480484
744,"Near Sadiya, India",27.860175,95.6273951
745,Bosnia,43.915886,17.679076
746,"Sydney, Australia",-33.8688197,151.2092955
747,"Sydney, Australia",-33.8688197,151.2092955
748,"Telemark, Norway",59.3913985,8.321121
749,"Komarom,, Hungary",47.7390852,18.1267006
750,"Birkenhead, England",53.3881164,-3.0299176
751,"Hanford, California",36.3274502,-119.6456844
752,"Jacksonville, Florida",30.3321838,-81.655651
753,"Seljord, Norway",59.4836751,8.6269273
754,"Near Kumming, Yunan, China",24.8796599,102.83322
755,"Lewes, England",50.873872,0.00878
756,"Nairobi, Kenya",-1.2920659,36.8219462
757,"Tegucigalpa, Nicaragua",12.865416,-85.207229
758,"Off Falsterbo, Sweden",55.397121,12.8415278
759,"Dinjan, China",35.86166,104.195397
760,"Van Nuys, California",34.2012166,-118.466222
761,Atlantic Ocean,-14.5994134,-28.6731465
762,"Orlivka, Ukraine",45.3204643,28.4454511
763,English Channel,50.134664,-0.357056
764,"Near Dinjan, India",27.4943232,95.1634784
765,"Port of Spain, Trinidad",10.6603435,-61.5086355
766,"Burbank, California",34.1808392,-118.3089661
767,China,35.86166,104.195397
768,"Near Kunming, China",24.8796599,102.83322
769,"Timor, Indonesia",-9.8627946,124.3310364
770,"Redesdale, Australia",-37.0033555,144.5011709
771,"Near Montieri, Italy",43.1308191,11.0164377
772,"Nunters Burgh, England",52.1260413,1.2690791
773,"Off Oakland, California",37.8043514,-122.2711639
774,"Lagoa Santa, Brazil",-19.6447323,-43.9044951
775,"Snezka mountains, Poland",50.7360171,15.7399457
776,"Casablanca, Morocco",33.5731104,-7.5898434
777,"Marion, Virginia",36.8348383,-81.5148368
778,"Coral Sea, off Australia",-25.274398,133.775136
779,"Kunming, China",24.8796599,102.83322
780,"Morgantown, West Virginia",39.629526,-79.9558968
781,"Near Perth, Australia",-31.9513993,115.8616783
782,"Sweetwater, Texas",32.4709519,-100.4059384
783,"Near Steinreich, Germany",51.9433907,13.444467
784,"Near Piesenkofen, Germany",48.9620681,12.149544
785,"North Barrule, Isle of Man, England",54.2833333,-4.4
786,Washington D.C.,38.9071923,-77.0368707
787,"Manus Island, New Guinea",-2.0941169,146.8760951
788,"Hindhead, England",51.113618,-0.732073
789,"Roye, France",49.697797,2.788831
790,"Iran Jayas, New Guinea",-4.185235,136.8252838
791,"Off Drewin, Ivory Coast",4.9158299,-6.1540241
792,China,35.86166,104.195397
793,"Gealdton, Australia",-28.7761346,114.611295
794,"Swanage, England",50.608277,-1.960769
795,"Bangalore, India",12.9715987,77.5945627
796,Texas,31.9685988,-99.9018131
797,North Atlantic Ocean,35.746512,-39.462891
798,"Near Kisumu, Kenya",-0.0917016,34.7679568
799,"Near Florence, South Carolina",34.1954331,-79.7625625
800,"New York, New York",40.7127753,-74.0059728
801,"Near San Luis Potosi, Mexico",22.1520892,-100.9733024
802,"Fort de France, Martinique",14.6060576,-61.069884
803,"Ixtaccihuati, Mexico",19.3898592,-99.1352383
804,"Florence, South Carolina",34.1954331,-79.7625625
805,"Near Milne Bay, New Guinea",-10.4460842,150.7214362
806,"Near Kansas, Missouri",39.0997265,-94.5785667
807,"Puncak Jaya, Papua New Guinea",-3.4467891,137.8427298
808,"Near Chihkiang, China",35.86166,104.195397
809,"Lakeland, Florida",28.0394654,-81.9498042
810,"Elvetham, England",51.3138584,-0.8862909
811,"Rennes, France",48.117266,-1.6777926
812,"Melsbroek, Belgium",50.91535,4.4787175
813,"Near Peking, China",39.904211,116.407395
814,"Between Shanghi and Canton, China",23.1290799,113.26436
815,"Timor Sea, Atlantic Ocean",-9.8627946,124.3310364
816,"Near Chiringa, India",20.593684,78.96288
817,"Valetta, Malta",35.8992375,14.5140996
818,"Tarapoto, Peru",-6.4824784,-76.3726891
819,"Chihchiang, China",35.86166,104.195397
820,"Herrenalb, Germany",48.7986201,8.4400257
821,"Near Chuka, India",20.593684,78.96288
822,"Near Grants, New Mexico",35.14726,-107.8514466
823,"Off Corpus Christi, Texas",27.8005828,-97.396381
824,"Near Boccadi, Italy",45.2892862,10.4909212
825,"Near Castel, Libya",26.3351,17.228331
826,Himalayas,28.5983159,83.9310039
827,"Near Picinisco, Italy",41.646072,13.8675407
828,"Near Tacloban, Philippines",11.2543388,124.9616867
829,Near Jacquinot Bay New Guinea,-5.5797795,151.4902483
830,"White's Farm, England",52.3555177,-1.1743197
831,"Near Rochefort , France",45.936698,-0.961697
832,Off the Florida coast,27.6648274,-81.5157535
833,"Near Billings, Montana",45.7832856,-108.5006904
834,"Voksenkollen, Norway",59.9666667,10.6666667
835,"Bangui, French Equatorial Africa",4.362156,18.5827765
836,"Near Dudinka, Russia",69.4065274,86.1763817
837,"New York City, New York",40.7127753,-74.0059728
838,"Birmingham, Alabama",33.5185892,-86.8103567
839,"Changchun, China",43.8160199,125.32357
840,"Near Netrubezh, Russia",52.1541039,36.8163088
841,"Marseilles, France",43.3025742,5.3690743
842,"Cheshire, Connecticut",41.5083668,-72.9106202
843,"Crowsnest Pass, Alberta, Canada",49.6061343,-114.520425
844,"Near Le Mans, France",48.00611,0.199556
845,"Mt. Elk, Wyoming",41.6893961,-106.4140868
846,"Negros, Philippines",9.7150631,122.8986812
847,"Charlottetown, PE, Canada",46.23824,-63.1310704
848,"Live Oak Springs, California",32.6906137,-116.334462
849,"Near Prague, Czechoslovakia",50.0755381,14.4378005
850,"Off Hobart, Tasmania",-42.8826055,147.3257196
851,"Near Nanking, China",32.0583799,118.79647
852,"Between Chungking and Shanghai, China",31.230416,121.473701
853,"Hobart Mills, California",39.4004621,-120.183811
854,"Off Ceylon, Cocos Islands, Indian Ocean",-33.137551,81.826172
855,"near Craigavad, Northern Ireland",54.658362,-5.7741882
856,"Rabat, Malta",35.8820069,14.3987985
857,"Near Shensi, China",34.2648599,108.95424
858,"La Liberiad, Nicaragua",12.2153659,-85.1660825
859,"Pindi-Khut ,India",20.593684,78.96288
860,"Munson, Florida",30.85067,-86.87484
861,"Richmond, Virginia",37.5407246,-77.4360481
862,"Oslo, Norway",59.9138688,10.7522454
863,"Off Amalfi, Italy",40.6338303,14.6027661
864,"Taboga Island, Panama",8.7871912,-79.5575342
865,"Near Abeokuta, Nigeria",7.147502,3.3619356
866,Off Malaya,,
867,"Pau, France",43.2951,-0.370797
868,"Holyoke, Massachusetts",42.2042586,-72.6162009
869,"Reading, Pennsylvania",40.3356483,-75.9268747
870,"Tsinan, China",36.6518399,117.12009
871,"Cuenca, Ecuador",-2.9001285,-79.0058965
872,"Goodland, Kansas",39.350833,-101.7101722
873,Off the Panama coast,8.537981,-80.782127
874,"Bassein, Burma",16.7753609,94.7381013
875,"Near Huatesco, Veracruz, Mexico",19.1482351,-96.9665476
876,"Oslo, Norway",59.9138688,10.7522454
877,"Lakehurst, New Jersey",40.014561,-74.3112574
878,"Malta-Luqa, Malta",35.8598629,14.4888722
879,"Rouen, France",49.4435261,1.0984309
880,"Moline, Illinois",41.5067003,-90.5151342
881,"Cairo, Egypt",30.0444196,31.2357116
882,"Near Prince Rupert, British Columbia, Canada",54.3150367,-130.3208187
883,"Holtug, Denmark",55.341539,12.405246
884,"Le Bourget, France",48.936752,2.425377
885,"Elko, Nevada",40.8324211,-115.7631232
886,"Bathurst, Gambia",13.454375,-16.5753186
887,"Nome, Alaska",64.5005909,-165.4086406
888,"Estevan, Saskatchewan, Canada",49.1390842,-102.9914807
889,"Brussels, Belgium",50.8476424,4.3571696
890,"Near Gander, Newfoundland",48.9564842,-54.6083708
891,"Near Tripoli, Libya",32.8877109,13.187186
892,"Lochi Mountain, China",35.86166,104.195397
893,Near Hong Kong International Airport,22.3193039,114.1693611
894,"Near Milngavie, Stirlingshire, Scotland",56.1165329,-3.9369086
895,"Rio Doce, Brazil",-19.56031487,-41.33801802
896,"Stephenville, Newfoundland",48.5500734,-58.5761704
897,"Off Penang, Malaya",5.2632341,100.4846227
898,"Apeldoorn, The Netherlands",52.211157,5.9699231
899,"Cheyenne, Wyoming",41.1399814,-104.8202462
900,"Near Sefrou, Morocco",33.8305244,-4.8353154
901,"Laramie, Wyoming",41.3113669,-105.5911007
902,"Near Chitral, India",20.593684,78.96288
903,"Gebel Kalamoun, Egypt",26.820553,30.802498
904,"St Leger-la-Montagne, France",46.029218,1.418574
905,"Near Moscow, Russia",55.755826,37.6173
906,"Cleveland, Ohio",41.49932,-81.6943605
907,"Lebec, California",34.8416435,-118.8648189
908,"Near Cofre de Perote, Mexico",19.4933333,-97.1483333
909,"Amsterdam, Netherlands",52.3675734,4.9041389
910,North Pacific Ocean,-8.783195,-124.508523
911,"San Jose, Costa Rica",9.9280694,-84.0907246
912,"El Palomar, Argentina",-34.6266731,-58.5943604
913,"Meshed, Iran",36.2972006,59.60669
914,"Near Osaka, Japan",34.6937249,135.5022535
915,"Toledo, Washington",46.4398305,-122.846783
916,"Mt. Banahaur, Philippines",14.0675,121.4925
917,"Caribbean, Atlantic Ocean",21.4691137,-78.6568942
918,"Near Rio de Janeiro, Brazil",-22.9068467,-43.1728965
